Order_ID,Order_Date,Ship_Date,Region,Segment,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-2023-01054,2022-01-27,2022-01-29,East,Corporate,Furniture,Storage,Wardrobe 3-Door,78849.04,5,0.1,1050.73
ORD-2023-01055,2022-01-28,2022-01-30,North,Consumer,Furniture,Chairs,Ergonomic Office Chair,47729.17,2,0.1,-8189.34
ORD-2023-01056,2023-05-13,2023-05-18,South,Corporate,Technology,Accessories,USB Hub 7-Port,354973.11,5,0.05,68696.77
ORD-2023-01057,2023-09-25,2023-09-28,East,Home Office,Technology,Phones,Samsung Galaxy A34,612754.79,9,0.1,-80184.15
ORD-2023-01058,2023-05-17,2023-05-23,South,Corporate,Technology,Accessories,USB Hub 7-Port,5216.82,3,0.0,1658.94
ORD-2023-01059,2022-12-08,2022-12-17,East,Corporate,Furniture,Chairs,Ergonomic Office Chair,44545.96,6,0.0,
ORD-2023-01060,2023-09-28,2023-10-04,West,Corporate,Furniture,Storage,Storage Box Set,20469.35,6,0.05,-349.17
ORD-2023-01061,2022-04-12,2022-04-14,South,Home Office,Technology,Printers,HP LaserJet Pro,104165.23,2,0.0,35642.36
ORD-2023-01062,2023-06-18,2023-06-24,West,Consumer,Furniture,Bookcases,Bookcase Classic 3-Shelf,26645.46,6,0.0,8758.7
ORD-2023-01063,2022-09-08,2022-09-17,West,Home Office,Furniture,Tables,Coffee Table Glass,30553.3,9,,1668.85
ORD-2023-01064,2022-09-14,2022-09-17,North,Home Office,Furniture,Storage,File Cabinet 4-Drawer,219337.04,9,0.2,-93003.9
ORD-2023-01065,2023-04-18,2023-04-21,West,Consumer,Office Supplies,Labels,Address Label Roll,4475.59,3,0.05,864.67
ORD-2023-01066,2022-07-11,2022-07-17,East,Consumer,Technology,Accessories,Laptop Cooling Pad,177103.77,4,0.0,23062.86
ORD-2023-01067,2022-05-09,2022-05-18,South,Home Office,Furniture,Tables,Study Desk Compact,18943.43,1,0.15,-2263.42
ORD-2023-01068,2023-06-26,2023-07-05,North,Corporate,Technology,Phones,Redmi Note 12,406740.21,9,0.3,-288582.07
ORD-2023-01069,2022-01-26,2022-01-30,East,Consumer,Furniture,Tables,Study Desk Compact,58586.13,4,0.0,15877.7
ORD-2023-01070,2022-09-28,2022-10-06,North,Corporate,Office Supplies,Labels,Address Label Roll,4186.4,5,0.05,899.0
ORD-2023-01071,2022-12-28,2023-01-01,West,Corporate,Technology,Printers,Canon Pixma G3010,205856.93,3,0.25,-48460.17
ORD-2023-01072,2023-02-11,2023-02-16,North,Home Office,Technology,Accessories,Laptop Cooling Pad,484886.66,8,,32937.77
ORD-2023-01073,2023-03-13,2023-03-21,South,Consumer,Office Supplies,Binders,Presentation Binder,10935.78,6,0.0,2426.87
ORD-2023-01074,2023-03-08,2023-03-11,South,Consumer,Furniture,Storage,Storage Box Set,138231.48,8,0.0,45075.26
ORD-2023-01075,2022-11-04,2022-11-07,West,Home Office,Office Supplies,Labels,Color Dot Labels,6765.53,5,0.05,723.21
ORD-2023-01076,2023-01-19,2023-01-23,North,Corporate,Technology,Phones,OnePlus Nord CE 3,534866.89,7,0.15,-99341.95
ORD-2023-01077,2023-08-23,2023-08-31,West,Corporate,Furniture,Bookcases,Bookcase Pro 5-Shelf,38495.24,6,0.0,12588.6
ORD-2023-01078,2023-11-27,2023-12-06,South,Consumer,Furniture,Bookcases,Bookcase Classic 3-Shelf,28519.99,2,0.1,-2614.53
ORD-2023-01079,2022-05-13,2022-05-17,South,Consumer,Furniture,Storage,Storage Box Set,54637.92,6,0.2,-8163.05
ORD-2023-01080,2022-08-08,2022-08-15,West,Consumer,Office Supplies,Pens & Art,Ballpoint Pen Box,1150.4,6,0.1,141.15
ORD-2023-01081,2022-10-20,2022-10-22,North,Consumer,Office Supplies,Paper,Carbon Paper,1026.69,1,0.0,
ORD-2023-01082,2023-06-23,2023-06-25,West,Home Office,Office Supplies,Paper,Photo Glossy Paper,1903.89,2,0.1,-69.94
ORD-2023-01083,2022-05-18,2022-05-21,West,Corporate,Office Supplies,Pens & Art,Ballpoint Pen Box,4648.93,4,0.1,330.11
ORD-2023-01084,2022-06-19,2022-06-22,West,Consumer,Furniture,Bookcases,Bookcase Classic 3-Shelf,36973.33,2,0.1,-1420.14
ORD-2023-01085,2022-08-19,2022-08-26,East,Consumer,Furniture,Chairs,Guest Chair,128495.06,7,0.05,5418.12
ORD-2023-01086,2023-04-24,2023-04-29,North,Consumer,Office Supplies,Pens & Art,Sketch Pen Set 24,5501.23,9,0.0,1246.81
ORD-2023-01087,2023-12-29,2024-01-07,North,Consumer,Office Supplies,Paper,Carbon Paper,13075.97,7,0.2,-3645.09
ORD-2023-01088,2023-12-25,2023-12-31,East,Consumer,Technology,Printers,HP LaserJet Pro,364285.86,8,0.15,-24099.71
ORD-2023-01089,2023-05-04,2023-05-10,West,Corporate,Office Supplies,Labels,Barcode Label Set,5808.51,5,0.1,-267.23
ORD-2023-01090,2022-08-09,2022-08-13,North,Corporate,Furniture,Storage,File Cabinet 4-Drawer,80452.18,5,0.0,16854.78
ORD-2023-01091,2023-07-08,2023-07-10,East,Corporate,Technology,Laptops,HP Pavilion 14,138173.82,3,0.05,10784.87
ORD-2023-01092,2022-04-16,2022-04-18,North,Corporate,Technology,Phones,Samsung Galaxy A34,287152.33,9,0.1,-25452.49
ORD-2023-01093,2022-07-14,2022-07-20,South,Home Office,Furniture,Storage,Storage Box Set,13780.92,2,0.1,
ORD-2023-01094,2023-07-22,2023-07-26,North,Consumer,Furniture,Bookcases,Bookcase Pro 5-Shelf,19244.55,2,0.1,703.48
ORD-2023-01095,2023-03-18,2023-03-23,East,Corporate,Office Supplies,Binders,Economy Binder Set,16233.41,9,0.1,-1160.35
ORD-2023-01096,2022-01-17,2022-01-21,West,Corporate,Technology,Laptops,Lenovo IdeaPad Slim 5,294540.63,5,0.1,21992.65
ORD-2023-01097,2023-02-05,2023-02-08,South,Consumer,Office Supplies,Labels,Color Dot Labels,5557.64,4,0.05,806.49
ORD-2023-01098,2023-04-14,2023-04-17,North,Consumer,Furniture,Bookcases,Bookcase Pro 5-Shelf,13501.44,6,0.1,160.83
ORD-2023-01099,2022-03-07,2022-03-11,East,Consumer,Technology,Phones,OnePlus Nord CE 3,34068.82,2,0.15,1249.5
ORD-2023-01100,2022-04-20,2022-04-22,South,Corporate,Office Supplies,Paper,Photo Glossy Paper,7363.52,9,0.0,605.1
ORD-2023-01101,2023-10-20,2023-10-27,South,Consumer,Technology,Printers,Epson L3252,279413.37,7,0.15,-32564.4
ORD-2023-01102,2023-07-01,2023-07-07,North,Corporate,Office Supplies,Binders,Presentation Binder,9465.51,8,0.0,
ORD-2023-01103,2023-05-23,2023-05-25,South,Home Office,Office Supplies,Binders,Premium Binder A4,15829.14,9,0.1,-3294.28
ORD-2023-01104,2022-03-08,2022-03-17,North,Corporate,Furniture,Tables,Coffee Table Glass,18942.59,3,0.2,-5340.59
ORD-2023-01105,2023-08-24,2023-08-26,West,Corporate,Furniture,Bookcases,Bookcase Pro 5-Shelf,18110.03,3,0.0,2040.53
ORD-2023-01106,2022-10-10,2022-10-15,South,Consumer,Office Supplies,Paper,Carbon Paper,5898.23,4,0.05,1393.26
ORD-2023-01107,2022-08-11,2022-08-20,North,Consumer,Furniture,Chairs,Ergonomic Office Chair,159121.25,9,0.2,-68670.09
ORD-2023-01108,2022-03-30,2022-04-04,West,Consumer,Technology,Laptops,Dell Inspiron 15,30488.3,1,0.2,-10838.96
ORD-2023-01109,2022-09-14,2022-09-16,North,Corporate,Office Supplies,Binders,Presentation Binder,1725.75,1,0.05,358.64
ORD-2023-01110,2022-11-07,2022-11-13,North,Consumer,Technology,Printers,Canon Pixma G3010,188262.44,4,0.15,-26325.03
ORD-2023-01111,2023-10-22,2023-10-29,West,Corporate,Furniture,Tables,Study Desk Compact,40216.11,3,0.15,-9363.68
ORD-2023-01112,2023-02-12,2023-02-18,North,Home Office,Furniture,Chairs,Executive Leather Chair,18587.8,2,0.2,-9014.08
ORD-2023-01113,2022-07-12,2022-07-14,North,Home Office,Office Supplies,Pens & Art,Ballpoint Pen Box,3892.02,3,0.2,-1515.3
ORD-2023-01114,2022-10-04,2022-10-08,North,Consumer,Furniture,Tables,Dining Table Oak,25466.18,3,0.1,-2649.51
ORD-2023-01115,2023-03-14,2023-03-22,South,Corporate,Furniture,Storage,Storage Box Set,138891.55,7,,14283.33
ORD-2023-01116,2023-11-25,2023-12-01,West,Consumer,Technology,Printers,HP LaserJet Pro,270913.09,5,0.0,49566.53
ORD-2023-01117,2022-12-02,2022-12-06,South,Consumer,Office Supplies,Labels,Address Label Roll,1141.93,1,0.0,212.87
ORD-2023-01118,2023-06-03,2023-06-05,North,Home Office,Furniture,Chairs,Executive Leather Chair,13466.6,2,0.15,-1051.62
ORD-2023-01119,2023-05-13,2023-05-18,East,Consumer,Furniture,Storage,File Cabinet 4-Drawer,199708.45,9,0.1,5803.04
ORD-2023-01120,2023-01-13,2023-01-22,North,Corporate,Office Supplies,Labels,Barcode Label Set,8321.62,9,0.05,793.97
ORD-2023-01121,2022-09-18,2022-09-26,South,Consumer,Technology,Accessories,Wireless Mouse Combo,34872.05,1,0.15,-4356.94
ORD-2023-01122,2022-06-07,2022-06-16,North,Consumer,Technology,Laptops,Dell Inspiron 15,142157.1,9,0.05,11872.22
ORD-2023-01123,2022-09-02,2022-09-11,South,Corporate,Furniture,Bookcases,Bookcase Classic 3-Shelf,101438.3,5,0.0,16828.19
ORD-2023-01124,2022-06-19,2022-06-25,South,Consumer,Furniture,Tables,Coffee Table Glass,174749.39,8,0.0,44827.98
ORD-2023-01125,2023-11-23,2023-11-28,East,Consumer,Office Supplies,Labels,Color Dot Labels,2351.39,2,,280.71
ORD-2023-01126,2023-02-04,2023-02-07,South,Corporate,Furniture,Tables,Dining Table Oak,35723.37,9,0.05,4817.02
ORD-2023-01127,2023-06-09,2023-06-11,West,Consumer,Technology,Printers,HP LaserJet Pro,55156.31,2,0.0,18204.86
ORD-2023-01128,2022-05-26,2022-05-29,East,Corporate,Office Supplies,Binders,Presentation Binder,1937.53,9,0.0,287.27
ORD-2023-01129,2022-04-22,2022-04-30,West,Consumer,Technology,Printers,Canon Pixma G3010,129668.5,2,,-60485.88
ORD-2023-01130,2022-11-30,2022-12-06,North,Corporate,Furniture,Chairs,Guest Chair,16312.77,2,0.1,-1196.07
ORD-2023-01131,2023-02-18,2023-02-23,North,Consumer,Technology,Printers,HP LaserJet Pro,346939.77,8,0.0,28448.69
ORD-2023-01132,2023-11-12,2023-11-14,East,Consumer,Office Supplies,Pens & Art,Highlighter 6-Pack,13689.06,9,0.2,-940.94
ORD-2023-01133,2022-03-12,2022-03-21,West,Consumer,Furniture,Storage,Wardrobe 3-Door,207780.58,9,0.0,50330.16
ORD-2023-01134,2022-06-17,2022-06-21,South,Consumer,Office Supplies,Pens & Art,Highlighter 6-Pack,3146.89,5,0.1,-28.28
ORD-2023-01135,2023-04-05,2023-04-14,South,Consumer,Technology,Accessories,Wireless Mouse Combo,52633.22,1,0.1,7124.52
ORD-2023-01136,2023-07-10,2023-07-17,East,Corporate,Furniture,Bookcases,Bookcase Classic 3-Shelf,24702.49,6,0.0,4911.72
ORD-2023-01137,2022-01-25,2022-02-03,West,Consumer,Technology,Accessories,Laptop Cooling Pad,21063.49,2,0.05,4057.25
ORD-2023-01138,2022-09-15,2022-09-17,North,Consumer,Technology,Accessories,Wireless Mouse Combo,98941.26,6,0.0,28175.53
ORD-2023-01139,2022-02-22,2022-03-03,North,Consumer,Furniture,Chairs,Ergonomic Office Chair,31677.79,2,0.3,-21806.41
ORD-2023-01140,2023-12-28,2024-01-06,North,Consumer,Office Supplies,Binders,Presentation Binder,815.51,2,0.05,184.58
ORD-2023-01141,2023-01-30,2023-02-01,North,Corporate,Furniture,Chairs,Ergonomic Office Chair,76801.69,7,0.2,-23641.29
ORD-2023-01142,2023-12-13,2023-12-15,West,Corporate,Office Supplies,Binders,Premium Binder A4,6605.11,9,0.2,-2915.0
ORD-2023-01143,2023-12-09,2023-12-17,West,Consumer,Technology,Phones,OnePlus Nord CE 3,131948.01,3,0.2,-45810.21
ORD-2023-01144,2022-12-29,2023-01-05,North,Consumer,Furniture,Storage,File Cabinet 4-Drawer,59800.8,8,0.05,4346.98
ORD-2023-01145,2022-09-16,2022-09-22,East,Consumer,Furniture,Storage,File Cabinet 4-Drawer,32688.85,3,0.1,3975.9
ORD-2023-01146,2023-07-16,2023-07-24,North,Corporate,Furniture,Tables,Coffee Table Glass,105784.32,7,0.3,-25206.7
ORD-2023-01147,2023-03-02,2023-03-10,North,Consumer,Technology,Accessories,Laptop Cooling Pad,286812.86,8,0.15,-30594.01
ORD-2023-01148,2022-10-06,2022-10-13,North,Home Office,Furniture,Bookcases,Bookcase Classic 3-Shelf,37418.44,3,0.0,7230.13
ORD-2023-01149,2022-10-29,2022-11-01,North,Corporate,Office Supplies,Paper,A4 Copy Paper 500-Sheet,15073.04,9,0.2,-5736.19
ORD-2023-01150,2022-05-16,2022-05-18,South,Home Office,Office Supplies,Binders,Presentation Binder,10212.35,6,0.05,2176.03
ORD-2023-01151,2023-09-29,2023-10-03,South,Corporate,Technology,Accessories,USB Hub 7-Port,121605.58,8,0.1,-15243.72
ORD-2023-01152,2023-04-17,2023-04-20,West,Consumer,Furniture,Bookcases,Bookcase Pro 5-Shelf,33945.95,4,0.0,11625.89
ORD-2023-01153,2023-08-12,2023-08-17,North,Home Office,Furniture,Bookcases,Bookcase Classic 3-Shelf,112134.13,8,0.0,24873.66
ORD-2023-01154,2023-04-21,2023-04-24,East,Consumer,Office Supplies,Labels,Barcode Label Set,4391.08,3,0.05,142.73
ORD-2023-01155,2022-05-29,2022-06-03,North,Consumer,Technology,Laptops,Lenovo IdeaPad Slim 5,38740.1,6,,-4026.09
ORD-2023-01156,2022-04-10,2022-04-18,West,Consumer,Furniture,Bookcases,Bookcase Pro 5-Shelf,63005.52,5,0.1,-7357.35
ORD-2023-01157,2022-12-02,2022-12-09,North,Consumer,Office Supplies,Labels,Color Dot Labels,8863.28,6,0.05,898.25
ORD-2023-01158,2023-10-17,2023-10-20,South,Home Office,Technology,Accessories,Wireless Mouse Combo,99696.32,3,0.0,31679.23
ORD-2023-01159,2022-01-19,2022-01-21,North,Consumer,Furniture,Chairs,Guest Chair,22486.47,1,0.2,-3718.75
ORD-2023-01160,2022-07-23,2022-07-28,West,Consumer,Technology,Phones,OnePlus Nord CE 3,425160.36,9,0.0,70194.22
ORD-2023-01161,2023-04-23,2023-05-01,South,Consumer,Office Supplies,Pens & Art,Ballpoint Pen Box,5093.13,4,0.05,1106.21
ORD-2023-01162,2022-10-16,2022-10-21,East,Consumer,Office Supplies,Binders,Presentation Binder,1167.61,1,0.0,174.29
ORD-2023-01163,2023-02-01,2023-02-03,North,Consumer,Technology,Printers,Canon Pixma G3010,629737.74,9,0.1,-41075.81
ORD-2023-01164,2023-04-10,2023-04-16,West,Corporate,Office Supplies,Pens & Art,Sketch Pen Set 24,7713.28,7,0.0,820.46
ORD-2023-01165,2022-06-04,2022-06-10,West,Consumer,Technology,Accessories,USB Hub 7-Port,89334.22,4,0.1,3768.41
ORD-2023-01166,2022-07-19,2022-07-27,South,Consumer,Office Supplies,Paper,Carbon Paper,7916.04,9,0.05,1903.41
ORD-2023-01167,2022-09-09,2022-09-12,North,Consumer,Furniture,Tables,Study Desk Compact,72443.8,4,0.0,12810.12
ORD-2023-01168,2022-05-04,2022-05-11,East,Corporate,Technology,Phones,Samsung Galaxy A34,67791.24,4,0.0,15837.52
ORD-2023-01169,2022-01-01,2022-01-03,East,Consumer,Office Supplies,Labels,Color Dot Labels,1957.05,1,0.0,281.23
ORD-2023-01170,2022-03-06,2022-03-12,East,Consumer,Technology,Phones,Redmi Note 12,156790.28,3,0.0,40210.84
ORD-2023-01171,2022-07-21,2022-07-29,North,Consumer,Furniture,Bookcases,Bookcase Pro 5-Shelf,22463.56,2,0.15,-7398.36
ORD-2023-01172,2023-09-29,2023-10-04,North,Corporate,Office Supplies,Labels,Color Dot Labels,5203.29,3,0.0,1249.7
ORD-2023-01173,2023-01-18,2023-01-20,West,Home Office,Technology,Laptops,Lenovo IdeaPad Slim 5,474105.51,6,0.1,-19957.49
ORD-2023-01174,2022-03-29,2022-04-01,North,Consumer,Office Supplies,Pens & Art,Ballpoint Pen Box,5631.5,4,0.0,535.12
ORD-2023-01175,2022-11-02,2022-11-07,South,Corporate,Furniture,Tables,Study Desk Compact,178719.15,9,,
ORD-2023-01176,2023-09-28,2023-10-04,East,Consumer,Technology,Printers,Epson L3252,115586.96,8,0.2,-16693.68
ORD-2023-01177,2022-02-18,2022-02-22,East,Corporate,Furniture,Tables,Coffee Table Glass,120988.34,8,0.2,-30735.64
ORD-2023-01178,2023-07-14,2023-07-22,North,Corporate,Technology,Phones,Redmi Note 12,390123.87,8,0.3,-270137.48
ORD-2023-01179,2023-09-26,2023-09-30,North,Home Office,Furniture,Bookcases,Bookcase Pro 5-Shelf,139116.61,9,0.1,4879.9
ORD-2023-01180,2022-05-18,2022-05-26,West,Consumer,Office Supplies,Binders,Economy Binder Set,2036.5,5,0.05,36.42
ORD-2023-01181,2023-02-27,2023-03-04,South,Home Office,Office Supplies,Binders,Economy Binder Set,2736.31,3,0.0,532.48
ORD-2023-01182,2022-11-19,2022-11-28,West,Consumer,Technology,Accessories,USB Hub 7-Port,14221.76,1,0.1,15.22
ORD-2023-01183,2023-01-01,2023-01-04,East,Consumer,Technology,Laptops,Dell Inspiron 15,478127.97,7,0.3,-294547.88
ORD-2023-01184,2023-08-18,2023-08-22,North,Corporate,Office Supplies,Labels,Barcode Label Set,3215.82,3,0.0,442.08
ORD-2023-01185,2023-11-23,2023-12-01,North,Corporate,Office Supplies,Binders,Premium Binder A4,255.32,1,0.0,36.66
ORD-2023-01186,2022-09-18,2022-09-20,East,Consumer,Office Supplies,Labels,Color Dot Labels,3618.66,2,,747.15
ORD-2023-01187,2023-06-15,2023-06-17,East,Home Office,Technology,Accessories,USB Hub 7-Port,52033.88,9,0.1,-8580.5
ORD-2023-01188,2023-10-24,2023-10-31,West,Consumer,Technology,Laptops,Dell Inspiron 15,173009.22,5,0.1,2012.43
ORD-2023-01189,2022-10-31,2022-11-07,South,Consumer,Technology,Phones,Samsung Galaxy A34,37938.86,2,0.15,-1179.37
ORD-2023-01190,2022-09-12,2022-09-19,South,Corporate,Office Supplies,Labels,Barcode Label Set,2334.54,6,0.2,-788.93
ORD-2023-01191,2022-02-13,2022-02-20,East,Home Office,Furniture,Storage,File Cabinet 4-Drawer,145409.51,8,0.1,4284.44
ORD-2023-01192,2023-08-06,2023-08-08,East,Consumer,Office Supplies,Paper,A4 Copy Paper 500-Sheet,4296.75,6,0.0,534.34
ORD-2023-01193,2022-05-19,2022-05-27,South,Consumer,Technology,Phones,Redmi Note 12,428455.31,9,0.0,129036.79
ORD-2023-01194,2023-06-04,2023-06-09,West,Corporate,Technology,Phones,OnePlus Nord CE 3,105194.87,8,0.05,15608.16
ORD-2023-01195,2023-12-11,2023-12-18,South,Home Office,Office Supplies,Labels,Barcode Label Set,3366.92,2,0.0,1157.45
ORD-2023-01196,2023-09-29,2023-10-05,East,Corporate,Office Supplies,Binders,Presentation Binder,2112.89,2,0.05,-60.4
ORD-2023-01197,2022-08-03,2022-08-12,East,Consumer,Office Supplies,Labels,Address Label Roll,12139.46,7,0.1,-1280.13
ORD-2023-01198,2022-08-02,2022-08-05,West,Corporate,Office Supplies,Pens & Art,Sketch Pen Set 24,2379.77,5,0.05,168.38
ORD-2023-01199,2023-04-13,2023-04-21,North,Home Office,Technology,Laptops,Dell Inspiron 15,78941.79,1,0.05,2823.82
ORD-2023-01200,2022-03-24,2022-04-01,North,Consumer,Technology,Printers,HP LaserJet Pro,7237.42,1,0.25,-928.5
ORD-2023-01201,2023-12-16,2023-12-19,East,Consumer,Furniture,Chairs,Executive Leather Chair,55954.67,7,0.1,9229.97
ORD-2023-01202,2023-12-17,2023-12-21,West,Corporate,Office Supplies,Paper,A4 Copy Paper 500-Sheet,3187.14,4,0.2,-1208.03
ORD-2023-01203,2023-08-04,2023-08-06,South,Consumer,Office Supplies,Binders,Presentation Binder,5803.9,3,0.05,578.04
ORD-2023-01204,2022-12-03,2022-12-12,West,Home Office,Technology,Phones,Redmi Note 12,41376.19,2,0.25,-20834.1
ORD-2023-01205,2022-09-02,2022-09-05,North,Consumer,Furniture,Chairs,Ergonomic Office Chair,56912.39,7,0.1,-6080.91
ORD-2023-01206,2022-10-04,2022-10-07,South,Home Office,Furniture,Storage,Wardrobe 3-Door,112995.32,5,0.15,-16381.08
ORD-2023-01207,2023-03-19,2023-03-27,North,Home Office,Furniture,Bookcases,Bookcase Classic 3-Shelf,114230.8,9,0.1,2702.44
ORD-2023-01208,2022-05-21,2022-05-28,West,Consumer,Furniture,Chairs,Guest Chair,108887.0,5,0.1,9760.49
ORD-2023-01209,2022-11-11,2022-11-16,West,Corporate,Technology,Accessories,Wireless Mouse Combo,31269.16,1,0.0,10013.8
ORD-2023-01210,2023-07-25,2023-07-27,South,Corporate,Office Supplies,Pens & Art,Sketch Pen Set 24,11774.22,7,0.05,1528.79
ORD-2023-01211,2023-05-11,2023-05-16,North,Home Office,Office Supplies,Paper,Carbon Paper,1527.61,5,0.0,174.69
ORD-2023-01212,2023-10-15,2023-10-23,West,Consumer,Furniture,Chairs,Guest Chair,34854.29,4,0.05,3532.21
ORD-2023-01213,2022-12-12,2022-12-19,East,Corporate,Technology,Phones,OnePlus Nord CE 3,107694.26,2,,7930.46
ORD-2023-01214,2023-03-26,2023-04-04,West,Home Office,Office Supplies,Labels,Color Dot Labels,8032.17,5,0.2,-1441.61
ORD-2023-01215,2023-05-14,2023-05-23,East,Consumer,Furniture,Chairs,Guest Chair,97927.45,6,,3251.25
ORD-2023-01216,2022-02-22,2022-02-28,North,Corporate,Furniture,Storage,Storage Box Set,10659.91,1,0.05,942.08
ORD-2023-01217,2023-02-21,2023-03-02,East,Consumer,Furniture,Tables,Coffee Table Glass,120886.51,8,0.05,
ORD-2023-01218,2022-06-09,2022-06-14,West,Consumer,Technology,Phones,OnePlus Nord CE 3,65235.76,8,0.2,
ORD-2023-01219,2022-12-24,2022-12-29,North,Consumer,Furniture,Storage,File Cabinet 4-Drawer,126205.54,7,0.1,-9033.87
ORD-2023-01220,2022-12-01,2022-12-09,East,Home Office,Office Supplies,Paper,Carbon Paper,1572.51,1,0.05,214.48
ORD-2023-01221,2023-06-04,2023-06-12,South,Home Office,Furniture,Chairs,Executive Leather Chair,36690.23,6,0.1,4312.01
ORD-2023-01222,2023-12-08,2023-12-15,West,Consumer,Technology,Phones,Redmi Note 12,156966.13,4,0.05,-5137.67
ORD-2023-01223,2023-01-17,2023-01-23,South,Corporate,Furniture,Storage,Storage Box Set,100157.63,9,0.05,8497.46
ORD-2023-01224,2023-04-05,2023-04-12,North,Corporate,Office Supplies,Labels,Color Dot Labels,757.12,3,0.05,48.34
ORD-2023-01225,2023-12-06,2023-12-14,South,Corporate,Furniture,Storage,Storage Box Set,32260.99,2,0.05,1954.57
ORD-2023-01226,2022-06-07,2022-06-11,South,Corporate,Technology,Phones,Redmi Note 12,355888.96,5,0.15,-14714.15
ORD-2023-01227,2022-09-02,2022-09-06,East,Consumer,Furniture,Chairs,Executive Leather Chair,13302.87,2,0.15,-2185.18
ORD-2023-01228,2022-03-08,2022-03-12,East,Home Office,Office Supplies,Binders,Premium Binder A4,1227.84,1,0.0,108.88
ORD-2023-01229,2023-06-19,2023-06-21,East,Consumer,Furniture,Bookcases,Bookcase Pro 5-Shelf,23153.86,1,,-2167.04
ORD-2023-01230,2022-09-22,2022-09-28,West,Consumer,Furniture,Storage,Storage Box Set,158433.14,7,0.0,50226.14
ORD-2023-01231,2022-08-15,2022-08-17,North,Consumer,Furniture,Tables,Dining Table Oak,36099.86,9,0.05,6562.93
ORD-2023-01232,2023-03-06,2023-03-10,South,Consumer,Office Supplies,Pens & Art,Highlighter 6-Pack,3575.85,7,0.0,374.97
ORD-2023-01233,2022-06-09,2022-06-15,East,Consumer,Office Supplies,Binders,Premium Binder A4,13086.73,7,0.0,4339.34
ORD-2023-01234,2022-03-29,2022-04-01,North,Corporate,Office Supplies,Pens & Art,Ballpoint Pen Box,6386.07,8,0.0,1903.21
ORD-2023-01235,2023-05-03,2023-05-06,North,Consumer,Office Supplies,Paper,Photo Glossy Paper,6030.31,5,0.05,1108.15
ORD-2023-01236,2022-08-19,2022-08-25,North,Consumer,Office Supplies,Binders,Economy Binder Set,3228.13,3,0.05,387.98
ORD-2023-01237,2023-08-21,2023-08-27,West,Consumer,Office Supplies,Paper,Photo Glossy Paper,3359.05,5,0.0,668.72
ORD-2023-01238,2023-11-23,2023-11-26,West,Consumer,Furniture,Bookcases,Bookcase Classic 3-Shelf,88927.67,7,0.3,-43771.68
ORD-2023-01239,2022-03-16,2022-03-19,West,Consumer,Technology,Phones,Redmi Note 12,73865.39,1,0.0,6610.96
ORD-2023-01240,2023-07-03,2023-07-10,East,Consumer,Office Supplies,Binders,Economy Binder Set,3097.98,3,0.05,153.46
ORD-2023-01241,2022-05-16,2022-05-23,South,Corporate,Office Supplies,Paper,Carbon Paper,427.0,3,0.1,-17.33
ORD-2023-01242,2023-10-02,2023-10-10,West,Corporate,Furniture,Tables,Dining Table Oak,17073.31,7,0.0,3734.64
ORD-2023-01243,2023-02-27,2023-03-07,South,Home Office,Furniture,Tables,Study Desk Compact,11496.97,5,0.0,2095.33
ORD-2023-01244,2023-07-02,2023-07-10,South,Corporate,Office Supplies,Labels,Barcode Label Set,5912.96,7,0.05,1539.4
ORD-2023-01245,2023-08-11,2023-08-17,West,Corporate,Furniture,Bookcases,Bookcase Pro 5-Shelf,101241.43,5,0.05,1390.57
ORD-2023-01246,2023-12-14,2023-12-22,West,Home Office,Office Supplies,Labels,Barcode Label Set,461.72,6,0.05,57.83
ORD-2023-01247,2022-01-08,2022-01-11,West,Consumer,Technology,Laptops,Lenovo IdeaPad Slim 5,357374.65,5,0.1,21080.2
ORD-2023-01248,2022-05-01,2022-05-04,West,Home Office,Office Supplies,Labels,Color Dot Labels,7116.68,6,0.2,-1051.13
ORD-2023-01249,2022-10-09,2022-10-13,North,Corporate,Office Supplies,Labels,Address Label Roll,5679.15,9,0.0,576.87
ORD-2023-01250,2022-03-20,2022-03-24,East,Consumer,Office Supplies,Paper,A4 Copy Paper 500-Sheet,2637.24,2,0.2,-704.47
ORD-2023-01251,2022-07-05,2022-07-12,East,Corporate,Office Supplies,Paper,Carbon Paper,17962.88,9,,3004.05
ORD-2023-01252,2022-06-29,2022-07-06,West,Home Office,Furniture,Tables,Dining Table Oak,24375.38,4,0.1,-1138.6
ORD-2023-01253,2023-01-21,2023-01-30,West,Corporate,Office Supplies,Pens & Art,Sketch Pen Set 24,613.52,1,0.0,116.59
ORD-2023-01254,2023-09-17,2023-09-22,West,Corporate,Furniture,Chairs,Guest Chair,27788.35,6,0.1,2643.24
ORD-2023-01255,2022-07-13,2022-07-20,East,Consumer,Furniture,Storage,Wardrobe 3-Door,124562.99,7,0.05,17042.52
ORD-2023-01256,2023-12-13,2023-12-16,North,Corporate,Office Supplies,Binders,Economy Binder Set,8135.04,6,0.2,-1143.73
ORD-2023-01257,2022-02-26,2022-03-05,South,Consumer,Office Supplies,Labels,Address Label Roll,1694.06,1,0.05,-40.72
ORD-2023-01258,2023-04-11,2023-04-20,East,Consumer,Office Supplies,Pens & Art,Ballpoint Pen Box,1691.98,1,0.0,541.43
